in:LabR[%],in:FFR [%],in:UnderGrnd [%],in:GlzR [%],in:Uvalue [IP],in:HVAC,in:HeatRecov,in:LabACH,in:Plant,out:PeakCool [Btu/h-sf],out:PeakHeat [Btu/h-sf],out:EUI [kBtu/sf],img
40,35,30,40,0.4,VAV,Knvkta,10/5,GSHP,13.246219,6.350186,94.5420776,43035401_R4.png
50,35,30,40,0.4,VAV,Knvkta,10/5,GSHP,14.465895,6.608212,112.053515,43035501_R4.png
60,35,30,40,0.4,VAV,Knvkta,10/5,GSHP,15.685571,6.866238,129.5649522,43035601_R4.png
40,45,30,40,0.4,VAV,Knvkta,10/5,GSHP,13.683221,6.790039,95.5178952,43045401_R4.png
50,45,30,40,0.4,VAV,Knvkta,10/5,GSHP,14.84929,7.00254,112.936375,43045501_R4.png
60,45,30,40,0.4,VAV,Knvkta,10/5,GSHP,16.015359,7.215041,130.3548535,43045601_R4.png
40,55,30,40,0.4,VAV,Knvkta,10/5,GSHP,14.175634,7.224462,96.4735704,43055401_R4.png
50,55,30,40,0.4,VAV,Knvkta,10/5,GSHP,15.287835,7.392003,113.7878663,43055501_R4.png
60,55,30,40,0.4,VAV,Knvkta,10/5,GSHP,16.400037,7.559545,131.1021623,43055601_R4.png
40,35,50,40,0.4,VAV,Knvkta,10/5,GSHP,12.781066,5.900271,93.82122055,45035401_R4.png
50,35,50,40,0.4,VAV,Knvkta,10/5,GSHP,14.065032,6.205497,111.4355418,45035501_R4.png
60,35,50,40,0.4,VAV,Knvkta,10/5,GSHP,15.348998,6.510724,129.0498648,45035601_R4.png
40,45,50,40,0.4,VAV,Knvkta,10/5,GSHP,13.077875,6.216754,94.5058915,45045401_R4.png
50,45,50,40,0.4,VAV,Knvkta,10/5,GSHP,14.325406,6.489391,112.0559514,45045501_R4.png
60,45,50,40,0.4,VAV,Knvkta,10/5,GSHP,15.572936,6.762029,129.60601,45045601_R4.png
40,55,50,40,0.4,VAV,Knvkta,10/5,GSHP,13.412874,6.529279,95.1755424,45055401_R4.png
50,55,50,40,0.4,VAV,Knvkta,10/5,GSHP,14.623204,6.769739,112.6522487,45055501_R4.png
60,55,50,40,0.4,VAV,Knvkta,10/5,GSHP,15.833535,7.0102,130.1289572,45055601_R4.png
40,35,10,60,0.4,VAV,Knvkta,10/5,GSHP,15.031663,7.869629,98.8035612,61035401_R4.png
50,35,10,60,0.4,VAV,Knvkta,10/5,GSHP,16.208819,8.118735,116.557916,61035501_R4.png
60,35,10,60,0.4,VAV,Knvkta,10/5,GSHP,17.385975,8.367842,134.3122716,61035601_R4.png
40,45,10,60,0.4,VAV,Knvkta,10/5,GSHP,15.903238,8.601986,100.3986379,61045401_R4.png
50,45,10,60,0.4,VAV,Knvkta,10/5,GSHP,16.987231,8.775077,117.9837399,61045501_R4.png
60,45,10,60,0.4,VAV,Knvkta,10/5,GSHP,18.071224,8.948169,135.5688383,61045601_R4.png
40,55,10,60,0.4,VAV,Knvkta,10/5,GSHP,16.759706,9.322683,102.1199939,61055401_R4.png
50,55,10,60,0.4,VAV,Knvkta,10/5,GSHP,17.751975,9.420974,119.5173916,61055501_R4.png
60,55,10,60,0.4,VAV,Knvkta,10/5,GSHP,18.744243,9.519266,136.9147911,61055601_R4.png
40,35,30,60,0.4,VAV,Knvkta,10/5,GSHP,14.380658,7.275819,97.74243135,63035401_R4.png
50,35,30,60,0.4,VAV,Knvkta,10/5,GSHP,15.644153,7.587064,115.6344585,63035501_R4.png
60,35,30,60,0.4,VAV,Knvkta,10/5,GSHP,16.907648,7.898309,133.5264881,63035601_R4.png
40,45,30,60,0.4,VAV,Knvkta,10/5,GSHP,15.046622,7.84722,98.97344825,63045401_R4.png
50,45,30,60,0.4,VAV,Knvkta,10/5,GSHP,16.2391,8.099287,116.7354969,63045501_R4.png
60,45,30,60,0.4,VAV,Knvkta,10/5,GSHP,17.431578,8.351355,134.4975426,63045601_R4.png
40,55,30,60,0.4,VAV,Knvkta,10/5,GSHP,15.699756,8.409492,100.3021889,63055401_R4.png
50,55,30,60,0.4,VAV,Knvkta,10/5,GSHP,16.821886,8.603332,117.9190735,63055501_R4.png
60,55,30,60,0.4,VAV,Knvkta,10/5,GSHP,17.944015,8.797172,135.5359598,63055601_R4.png
40,35,50,60,0.4,VAV,Knvkta,10/5,GSHP,13.729653,6.68201,96.68130105,65035401_R4.png
50,35,50,60,0.4,VAV,Knvkta,10/5,GSHP,15.079487,7.055393,114.7110025,65035501_R4.png
60,35,50,60,0.4,VAV,Knvkta,10/5,GSHP,16.42932,7.428777,132.7407047,65035601_R4.png
40,45,50,60,0.4,VAV,Knvkta,10/5,GSHP,14.190007,7.092455,97.54826015,65045401_R4.png
50,45,50,60,0.4,VAV,Knvkta,10/5,GSHP,15.490969,7.423498,115.4872538,65045501_R4.png
60,45,50,60,0.4,VAV,Knvkta,10/5,GSHP,16.791932,7.75454,133.4262471,65045601_R4.png
40,55,50,60,0.4,VAV,Knvkta,10/5,GSHP,14.639806,7.496302,98.4843847,65055401_R4.png
50,55,50,60,0.4,VAV,Knvkta,10/5,GSHP,15.891796,7.78569,116.3207561,65055501_R4.png
60,55,50,60,0.4,VAV,Knvkta,10/5,GSHP,17.143786,8.075077,134.1571283,65055601_R4.png
40,35,10,80,0.4,VAV,Knvkta,10/5,GSHP,16.335428,8.907076,101.3729582,81035401_R4.png
50,35,10,80,0.4,VAV,Knvkta,10/5,GSHP,17.538454,9.193334,119.269089,81035501_R4.png
60,35,10,80,0.4,VAV,Knvkta,10/5,GSHP,18.74148,9.479591,137.1652223,81035601_R4.png
40,45,10,80,0.4,VAV,Knvkta,10/5,GSHP,17.401905,9.799384,103.4603737,81045401_R4.png
50,45,10,80,0.4,VAV,Knvkta,10/5,GSHP,18.491379,9.993028,121.1307133,81045501_R4.png
60,45,10,80,0.4,VAV,Knvkta,10/5,GSHP,19.580853,10.186672,138.8010501,81045601_R4.png
40,55,10,80,0.4,VAV,Knvkta,10/5,GSHP,18.444641,10.674165,105.6274381,81055401_R4.png
50,55,10,80,0.4,VAV,Knvkta,10/5,GSHP,19.422643,10.777019,123.0587196,81055501_R4.png
60,55,10,80,0.4,VAV,Knvkta,10/5,GSHP,20.400644,10.879873,140.4900023,81055601_R4.png
40,35,30,80,0.4,VAV,Knvkta,10/5,GSHP,15.497403,8.173697,100.0006013,83035401_R4.png
50,35,30,80,0.4,VAV,Knvkta,10/5,GSHP,16.806695,8.536581,118.0678372,83035501_R4.png
60,35,30,80,0.4,VAV,Knvkta,10/5,GSHP,18.115987,8.899465,136.1350741,83035601_R4.png
40,45,30,80,0.4,VAV,Knvkta,10/5,GSHP,16.314957,8.869505,101.6145486,83045401_R4.png
50,45,30,80,0.4,VAV,Knvkta,10/5,GSHP,17.537374,9.160301,119.5078298,83045501_R4.png
60,45,30,80,0.4,VAV,Knvkta,10/5,GSHP,18.759792,9.451096,137.4011098,83045601_R4.png
40,55,30,80,0.4,VAV,Knvkta,10/5,GSHP,17.112966,9.551619,103.2899504,83055401_R4.png
50,55,30,80,0.4,VAV,Knvkta,10/5,GSHP,18.249675,9.771751,120.9981259,83055501_R4.png
60,55,30,80,0.4,VAV,Knvkta,10/5,GSHP,19.386384,9.991883,138.7063032,83055601_R4.png
40,35,50,80,0.4,VAV,Knvkta,10/5,GSHP,14.659377,7.440318,98.62824255,85035401_R4.png
50,35,50,80,0.4,VAV,Knvkta,10/5,GSHP,16.074935,7.879828,116.8665838,85035501_R4.png
60,35,50,80,0.4,VAV,Knvkta,10/5,GSHP,17.490494,8.319339,135.104925,85035601_R4.png
40,45,50,80,0.4,VAV,Knvkta,10/5,GSHP,15.22801,7.939626,99.7687233,85045401_R4.png
50,45,50,80,0.4,VAV,Knvkta,10/5,GSHP,16.58337,8.327573,117.8849469,85045501_R4.png
60,45,50,80,0.4,VAV,Knvkta,10/5,GSHP,17.93873,8.715521,136.0011678,85045601_R4.png
40,55,50,80,0.4,VAV,Knvkta,10/5,GSHP,15.781291,8.429074,100.9524627,85055401_R4.png
50,55,50,80,0.4,VAV,Knvkta,10/5,GSHP,17.076708,8.766484,118.9375321,85055501_R4.png
60,55,50,80,0.4,VAV,Knvkta,10/5,GSHP,18.372124,9.103894,136.9226044,85055601_R4.png
40,35,10,20,0.25,FCU,Knvkta,10/5,GSHP,12.388083,5.244364,76.258981,21035401_R4.png
50,35,10,20,0.25,FCU,Knvkta,10/5,GSHP,13.524263,5.399347,91.0080018,21035501_R4.png
60,35,10,20,0.25,FCU,Knvkta,10/5,GSHP,14.660443,5.554331,105.7570232,21035601_R4.png
40,45,10,20,0.25,FCU,Knvkta,10/5,GSHP,12.700352,5.553978,76.4241636,21045401_R4.png
50,45,10,20,0.25,FCU,Knvkta,10/5,GSHP,13.79452,5.676814,91.1565864,21045501_R4.png
60,45,10,20,0.25,FCU,Knvkta,10/5,GSHP,14.888689,5.799649,105.8890052,21045601_R4.png
40,55,10,20,0.25,FCU,Knvkta,10/5,GSHP,12.969245,5.861247,76.635302,21055401_R4.png
50,55,10,20,0.25,FCU,Knvkta,10/5,GSHP,14.020075,5.952181,91.3495638,21055501_R4.png
60,55,10,20,0.25,FCU,Knvkta,10/5,GSHP,15.070905,6.043114,106.0638274,21055601_R4.png
40,35,30,20,0.25,FCU,Knvkta,10/5,GSHP,12.099824,5.003679,76.1984738,23035401_R4.png
50,35,30,20,0.25,FCU,Knvkta,10/5,GSHP,13.27527,5.184151,90.954838,23035501_R4.png
60,35,30,20,0.25,FCU,Knvkta,10/5,GSHP,14.450715,5.364622,105.7112028,23035601_R4.png
40,45,30,20,0.25,FCU,Knvkta,10/5,GSHP,12.330773,5.246281,76.3349616,23045401_R4.png
50,45,30,20,0.25,FCU,Knvkta,10/5,GSHP,13.474986,5.401693,91.0779188,23045501_R4.png
60,45,30,20,0.25,FCU,Knvkta,10/5,GSHP,14.619199,5.557105,105.8208746,23045601_R4.png
40,55,30,20,0.25,FCU,Knvkta,10/5,GSHP,12.526904,5.486997,76.506805,23055401_R4.png
50,55,30,20,0.25,FCU,Knvkta,10/5,GSHP,13.638402,5.617547,91.2350398,23055501_R4.png
60,55,30,20,0.25,FCU,Knvkta,10/5,GSHP,14.7499,5.748097,105.9632756,23055601_R4.png
40,35,50,20,0.25,FCU,Knvkta,10/5,GSHP,11.811566,4.762995,76.1379672,25035401_R4.png
50,35,50,20,0.25,FCU,Knvkta,10/5,GSHP,13.026277,4.968954,90.9016748,25035501_R4.png
60,35,50,20,0.25,FCU,Knvkta,10/5,GSHP,14.240988,5.174914,105.6653828,25035601_R4.png
40,45,50,20,0.25,FCU,Knvkta,10/5,GSHP,11.961194,4.938583,76.24576,25045401_R4.png
50,45,50,20,0.25,FCU,Knvkta,10/5,GSHP,13.155451,5.126572,90.9992532,25045501_R4.png
60,45,50,20,0.25,FCU,Knvkta,10/5,GSHP,14.349709,5.314561,105.7527444,25045601_R4.png
40,55,50,20,0.25,FCU,Knvkta,10/5,GSHP,12.084563,5.112748,76.378309,25055401_R4.png
50,55,50,20,0.25,FCU,Knvkta,10/5,GSHP,13.256729,5.282914,91.1205164,25055501_R4.png
60,55,50,20,0.25,FCU,Knvkta,10/5,GSHP,14.428895,5.453081,105.8627248,25055601_R4.png
40,35,10,40,0.25,FCU,Knvkta,10/5,GSHP,13.59447,5.93152,75.7707192,41035401_R4.png
50,35,10,40,0.25,FCU,Knvkta,10/5,GSHP,14.744992,6.11087,90.393734,41035501_R4.png
60,35,10,40,0.25,FCU,Knvkta,10/5,GSHP,15.895513,6.29022,105.0167502,41035601_R4.png
40,45,10,40,0.25,FCU,Knvkta,10/5,GSHP,14.161744,6.353887,75.973929,41045401_R4.png
50,45,10,40,0.25,FCU,Knvkta,10/5,GSHP,15.242662,6.489374,90.573209,41045501_R4.png
60,45,10,40,0.25,FCU,Knvkta,10/5,GSHP,16.323579,6.624861,105.172486,41045601_R4.png
40,55,10,40,0.25,FCU,Knvkta,10/5,GSHP,14.799311,6.77204,76.249435,41055401_R4.png
50,55,10,40,0.25,FCU,Knvkta,10/5,GSHP,15.810843,6.864105,90.8204396,41055501_R4.png
60,55,10,40,0.25,FCU,Knvkta,10/5,GSHP,16.822374,6.956169,105.3914452,41055601_R4.png
40,35,30,40,0.25,FCU,Knvkta,10/5,GSHP,13.145009,5.598272,75.7051834,43035401_R4.png
50,35,30,40,0.25,FCU,Knvkta,10/5,GSHP,14.35833,5.81273,90.3351592,43035501_R4.png
60,35,30,40,0.25,FCU,Knvkta,10/5,GSHP,15.571651,6.027188,104.965138,43035601_R4.png
40,45,30,40,0.25,FCU,Knvkta,10/5,GSHP,13.574295,5.92857,75.871247,43045401_R4.png
50,45,30,40,0.25,FCU,Knvkta,10/5,GSHP,14.734923,6.108857,90.4822668,43045501_R4.png
60,45,30,40,0.25,FCU,Knvkta,10/5,GSHP,15.89555,6.289143,105.0932852,43045601_R4.png
40,55,30,40,0.25,FCU,Knvkta,10/5,GSHP,14.057172,6.25553,76.093154,43055401_R4.png
50,55,30,40,0.25,FCU,Knvkta,10/5,GSHP,15.164826,6.401994,90.6815834,43055501_R4.png
60,55,30,40,0.25,FCU,Knvkta,10/5,GSHP,16.27248,6.548458,105.2700142,43055601_R4.png
40,35,50,40,0.25,FCU,Knvkta,10/5,GSHP,12.695548,5.265024,75.6396472,45035401_R4.png
50,35,50,40,0.25,FCU,Knvkta,10/5,GSHP,13.971669,5.514589,90.2765856,45035501_R4.png
60,35,50,40,0.25,FCU,Knvkta,10/5,GSHP,15.247789,5.764155,104.9135254,45035601_R4.png
40,45,50,40,0.25,FCU,Knvkta,10/5,GSHP,12.986846,5.503253,75.7685658,45045401_R4.png
50,45,50,40,0.25,FCU,Knvkta,10/5,GSHP,14.227184,5.728339,90.3913246,45045501_R4.png
60,45,50,40,0.25,FCU,Knvkta,10/5,GSHP,15.467522,5.953426,105.014082,45045601_R4.png
40,55,50,40,0.25,FCU,Knvkta,10/5,GSHP,13.315033,5.73902,75.9368756,45055401_R4.png
50,55,50,40,0.25,FCU,Knvkta,10/5,GSHP,14.518809,5.939883,90.5427286,45055501_R4.png
60,55,50,40,0.25,FCU,Knvkta,10/5,GSHP,15.722585,6.140747,105.1485842,45055601_R4.png
40,35,10,60,0.25,FCU,Knvkta,10/5,GSHP,14.886698,6.60284,75.4291138,61035401_R4.png
50,35,10,60,0.25,FCU,Knvkta,10/5,GSHP,16.056801,6.806012,89.936172,61035501_R4.png
60,35,10,60,0.25,FCU,Knvkta,10/5,GSHP,17.226903,7.009184,104.4432288,61035601_R4.png
40,45,10,60,0.25,FCU,Knvkta,10/5,GSHP,15.746014,7.133454,75.7657654,61045401_R4.png
50,45,10,60,0.25,FCU,Knvkta,10/5,GSHP,16.823994,7.281518,90.2386596,61045501_R4.png
60,45,10,60,0.25,FCU,Knvkta,10/5,GSHP,17.901974,7.429581,104.7115504,61045601_R4.png
40,55,10,60,0.25,FCU,Knvkta,10/5,GSHP,16.591408,7.657429,76.1336272,61055401_R4.png
50,55,10,60,0.25,FCU,Knvkta,10/5,GSHP,17.578746,7.751077,90.5679306,61055501_R4.png
60,55,10,60,0.25,FCU,Knvkta,10/5,GSHP,18.566084,7.844724,105.002237,61055601_R4.png
40,35,30,60,0.25,FCU,Knvkta,10/5,GSHP,14.254355,6.17917,75.3452816,63035401_R4.png
50,35,30,60,0.25,FCU,Knvkta,10/5,GSHP,15.508975,6.426846,89.8615178,63035501_R4.png
60,35,30,60,0.25,FCU,Knvkta,10/5,GSHP,16.763595,6.674522,104.377753,63035601_R4.png
40,45,30,60,0.25,FCU,Knvkta,10/5,GSHP,14.910784,6.59366,75.6151342,63045401_R4.png
50,45,30,60,0.25,FCU,Knvkta,10/5,GSHP,16.095197,6.798419,90.1043012,63045501_R4.png
60,45,30,60,0.25,FCU,Knvkta,10/5,GSHP,17.27961,7.003177,104.5934662,63045601_R4.png
40,55,30,60,0.25,FCU,Knvkta,10/5,GSHP,15.555305,7.002926,75.9088734,63055401_R4.png
50,55,30,60,0.25,FCU,Knvkta,10/5,GSHP,16.670211,7.165311,90.3674278,63055501_R4.png
60,55,30,60,0.25,FCU,Knvkta,10/5,GSHP,17.785118,7.327697,104.8259832,63055601_R4.png
40,35,50,60,0.25,FCU,Knvkta,10/5,GSHP,13.622012,5.7555,75.261449,65035401_R4.png
50,35,50,60,0.25,FCU,Knvkta,10/5,GSHP,14.96115,6.04768,89.7868636,65035501_R4.png
60,35,50,60,0.25,FCU,Knvkta,10/5,GSHP,16.300288,6.33986,104.3122776,65035601_R4.png
40,45,50,60,0.25,FCU,Knvkta,10/5,GSHP,14.075554,6.053866,75.4645036,65045401_R4.png
50,45,50,60,0.25,FCU,Knvkta,10/5,GSHP,15.3664,6.315319,89.9699438,65045501_R4.png
60,45,50,60,0.25,FCU,Knvkta,10/5,GSHP,16.657246,6.576773,104.4753824,65045601_R4.png
40,55,50,60,0.25,FCU,Knvkta,10/5,GSHP,14.519201,6.348422,75.6841206,65055401_R4.png
50,55,50,60,0.25,FCU,Knvkta,10/5,GSHP,15.761676,6.579546,90.166925,65055501_R4.png
60,55,50,60,0.25,FCU,Knvkta,10/5,GSHP,17.004151,6.810669,104.6497314,65055601_R4.png
40,35,10,80,0.25,FCU,Knvkta,10/5,GSHP,16.171539,7.259993,75.2439824,81035401_R4.png
50,35,10,80,0.25,FCU,Knvkta,10/5,GSHP,17.365523,7.486497,89.642453,81035501_R4.png
60,35,10,80,0.25,FCU,Knvkta,10/5,GSHP,18.559508,7.713,104.0409246,81035601_R4.png
40,45,10,80,0.25,FCU,Knvkta,10/5,GSHP,17.225571,7.894689,75.6776562,81045401_R4.png
50,45,10,80,0.25,FCU,Knvkta,10/5,GSHP,18.307284,8.055272,90.0306762,81045501_R4.png
60,45,10,80,0.25,FCU,Knvkta,10/5,GSHP,19.388998,8.215855,104.3836964,81045601_R4.png
40,55,10,80,0.25,FCU,Knvkta,10/5,GSHP,18.258487,8.519768,76.1456798,81055401_R4.png
50,55,10,80,0.25,FCU,Knvkta,10/5,GSHP,19.229842,8.615433,90.4493396,81055501_R4.png
60,55,10,80,0.25,FCU,Knvkta,10/5,GSHP,20.201196,8.711098,104.7530008,81055601_R4.png
40,35,30,80,0.25,FCU,Knvkta,10/5,GSHP,15.354083,6.747815,75.119755,83035401_R4.png
50,35,30,80,0.25,FCU,Knvkta,10/5,GSHP,16.652381,7.028019,89.5311498,83035501_R4.png
60,35,30,80,0.25,FCU,Knvkta,10/5,GSHP,17.950678,7.308223,103.9425456,83035601_R4.png
40,45,30,80,0.25,FCU,Knvkta,10/5,GSHP,16.161959,7.243258,75.4650686,83045401_R4.png
50,45,30,80,0.25,FCU,Knvkta,10/5,GSHP,17.374378,7.472135,89.8406178,83045501_R4.png
60,45,30,80,0.25,FCU,Knvkta,10/5,GSHP,18.586796,7.701012,104.216165,83045601_R4.png
40,55,30,80,0.25,FCU,Knvkta,10/5,GSHP,16.95233,7.73116,75.8367126,83055401_R4.png
50,55,30,80,0.25,FCU,Knvkta,10/5,GSHP,18.079907,7.909496,90.1732712,83055501_R4.png
60,55,30,80,0.25,FCU,Knvkta,10/5,GSHP,19.207484,8.087832,104.5098312,83055601_R4.png
40,35,50,80,0.25,FCU,Knvkta,10/5,GSHP,14.536628,6.235637,74.9955274,85035401_R4.png
50,35,50,80,0.25,FCU,Knvkta,10/5,GSHP,15.939238,6.569542,89.419847,85035501_R4.png
60,35,50,80,0.25,FCU,Knvkta,10/5,GSHP,17.341849,6.903447,103.8441672,85035601_R4.png
40,45,50,80,0.25,FCU,Knvkta,10/5,GSHP,15.098347,6.591827,75.2524816,85045401_R4.png
50,45,50,80,0.25,FCU,Knvkta,10/5,GSHP,16.441471,6.888998,89.6505588,85045501_R4.png
60,45,50,80,0.25,FCU,Knvkta,10/5,GSHP,17.784594,7.18617,104.0486344,85045601_R4.png
40,55,50,80,0.25,FCU,Knvkta,10/5,GSHP,15.646173,6.942552,75.527745,85055401_R4.png
50,55,50,80,0.25,FCU,Knvkta,10/5,GSHP,16.929972,7.203559,89.8972018,85055501_R4.png
60,55,50,80,0.25,FCU,Knvkta,10/5,GSHP,18.213771,7.464566,104.2666608,85055601_R4.png
40,35,10,20,0.4,FCU,Knvkta,10/5,GSHP,12.437126,5.69399,76.8339958,21035401_R4.png
50,35,10,20,0.4,FCU,Knvkta,10/5,GSHP,13.575351,5.86525,91.6133872,21035501_R4.png
60,35,10,20,0.4,FCU,Knvkta,10/5,GSHP,14.713577,6.03651,106.392778,21035601_R4.png
40,45,10,20,0.4,FCU,Knvkta,10/5,GSHP,12.753602,6.077882,77.0887798,21045401_R4.png
50,45,10,20,0.4,FCU,Knvkta,10/5,GSHP,13.848823,6.209295,91.8419278,21045501_R4.png
60,45,10,20,0.4,FCU,Knvkta,10/5,GSHP,14.944044,6.340708,106.5950734,21045601_R4.png
40,55,10,20,0.4,FCU,Knvkta,10/5,GSHP,13.018636,6.45844,77.391124,21055401_R4.png
50,55,10,20,0.4,FCU,Knvkta,10/5,GSHP,14.069657,6.550355,92.116,21055501_R4.png
60,55,10,20,0.4,FCU,Knvkta,10/5,GSHP,15.120678,6.64227,106.840878,21055601_R4.png
40,35,30,20,0.4,FCU,Knvkta,10/5,GSHP,12.143739,5.392904,76.701748,23035401_R4.png
50,35,30,20,0.4,FCU,Knvkta,10/5,GSHP,13.322218,5.595913,91.4957434,23035501_R4.png
60,35,30,20,0.4,FCU,Knvkta,10/5,GSHP,14.500697,5.798923,106.2897402,23035601_R4.png
40,45,30,20,0.4,FCU,Knvkta,10/5,GSHP,12.377959,5.693277,76.9079256,23045401_R4.png
50,45,30,20,0.4,FCU,Knvkta,10/5,GSHP,13.524434,5.865239,91.6810122,23045501_R4.png
60,45,30,20,0.4,FCU,Knvkta,10/5,GSHP,14.670908,6.037202,106.4540976,23045601_R4.png
40,55,30,20,0.4,FCU,Knvkta,10/5,GSHP,12.571089,5.990996,77.1507066,23055401_R4.png
50,55,30,20,0.4,FCU,Knvkta,10/5,GSHP,13.684178,6.132188,91.9012068,23055501_R4.png
60,55,30,20,0.4,FCU,Knvkta,10/5,GSHP,14.797268,6.27338,106.6517086,23055601_R4.png
40,35,50,20,0.4,FCU,Knvkta,10/5,GSHP,11.850352,5.091817,76.5694998,25035401_R4.png
50,35,50,20,0.4,FCU,Knvkta,10/5,GSHP,13.069084,5.326577,91.3781,25035501_R4.png
60,35,50,20,0.4,FCU,Knvkta,10/5,GSHP,14.287817,5.561337,106.1867008,25035601_R4.png
40,45,50,20,0.4,FCU,Knvkta,10/5,GSHP,12.002317,5.308672,76.7270716,25045401_R4.png
50,45,50,20,0.4,FCU,Knvkta,10/5,GSHP,13.200045,5.521184,91.520099,25045501_R4.png
60,45,50,20,0.4,FCU,Knvkta,10/5,GSHP,14.397772,5.733695,106.313123,25045601_R4.png
40,55,50,20,0.4,FCU,Knvkta,10/5,GSHP,12.123542,5.523552,76.9102896,25055401_R4.png
50,55,50,20,0.4,FCU,Knvkta,10/5,GSHP,13.2987,5.714022,91.6864132,25055501_R4.png
60,55,50,20,0.4,FCU,Knvkta,10/5,GSHP,14.473857,5.904491,106.4625398,25055601_R4.png
40,35,10,40,0.4,FCU,Knvkta,10/5,GSHP,13.711372,6.800102,76.840204,41035401_R4.png
50,35,10,40,0.4,FCU,Knvkta,10/5,GSHP,14.866758,7.010926,91.523477,41035501_R4.png
60,35,10,40,0.4,FCU,Knvkta,10/5,GSHP,16.022144,7.221751,106.206751,41035601_R4.png
40,45,10,40,0.4,FCU,Knvkta,10/5,GSHP,14.288567,7.363325,77.2381942,41045401_R4.png
50,45,10,40,0.4,FCU,Knvkta,10/5,GSHP,15.373174,7.515689,91.8793868,41045501_R4.png
60,45,10,40,0.4,FCU,Knvkta,10/5,GSHP,16.457782,7.668053,106.5205778,41045601_R4.png
40,55,10,40,0.4,FCU,Knvkta,10/5,GSHP,14.938394,7.919644,77.669276,41055401_R4.png
50,55,10,40,0.4,FCU,Knvkta,10/5,GSHP,15.952467,8.014267,92.2649796,41055501_R4.png
60,55,10,40,0.4,FCU,Knvkta,10/5,GSHP,16.96654,8.10889,106.8606852,41055601_R4.png
40,35,30,40,0.4,FCU,Knvkta,10/5,GSHP,13.246219,6.350186,76.6473008,43035401_R4.png
50,35,30,40,0.4,FCU,Knvkta,10/5,GSHP,14.465895,6.608212,91.3517204,43035501_R4.png
60,35,30,40,0.4,FCU,Knvkta,10/5,GSHP,15.685571,6.866238,106.05614,43035601_R4.png
40,45,30,40,0.4,FCU,Knvkta,10/5,GSHP,13.683221,6.790039,76.9648612,43045401_R4.png
50,45,30,40,0.4,FCU,Knvkta,10/5,GSHP,14.84929,7.00254,91.6360554,43045501_R4.png
60,45,30,40,0.4,FCU,Knvkta,10/5,GSHP,16.015359,7.215041,106.307246,43045601_R4.png
40,55,30,40,0.4,FCU,Knvkta,10/5,GSHP,14.175634,7.224462,77.3077734,43055401_R4.png
50,55,30,40,0.4,FCU,Knvkta,10/5,GSHP,15.287835,7.392003,91.9429874,43055501_R4.png
60,55,30,40,0.4,FCU,Knvkta,10/5,GSHP,16.400037,7.559545,106.5782024,43055601_R4.png
40,35,50,40,0.4,FCU,Knvkta,10/5,GSHP,12.781066,5.900271,76.4544,45035401_R4.png
50,35,50,40,0.4,FCU,Knvkta,10/5,GSHP,14.065032,6.205497,91.1799628,45035501_R4.png
60,35,50,40,0.4,FCU,Knvkta,10/5,GSHP,15.348998,6.510724,105.9055274,45035601_R4.png
40,45,50,40,0.4,FCU,Knvkta,10/5,GSHP,13.077875,6.216754,76.6915288,45045401_R4.png
50,45,50,40,0.4,FCU,Knvkta,10/5,GSHP,14.325406,6.489391,91.3927224,45045501_R4.png
60,45,50,40,0.4,FCU,Knvkta,10/5,GSHP,15.572936,6.762029,106.093914,45045601_R4.png
40,55,50,40,0.4,FCU,Knvkta,10/5,GSHP,13.412874,6.529279,76.9462688,45055401_R4.png
50,55,50,40,0.4,FCU,Knvkta,10/5,GSHP,14.623204,6.769739,91.6209942,45055501_R4.png
60,55,50,40,0.4,FCU,Knvkta,10/5,GSHP,15.833535,7.0102,106.2957206,45055601_R4.png
40,35,10,60,0.4,FCU,Knvkta,10/5,GSHP,15.031663,7.869629,77.028003,61035401_R4.png
50,35,10,60,0.4,FCU,Knvkta,10/5,GSHP,16.208819,8.118735,91.6268934,61035501_R4.png
60,35,10,60,0.4,FCU,Knvkta,10/5,GSHP,17.385975,8.367842,106.2257864,61035601_R4.png
40,45,10,60,0.4,FCU,Knvkta,10/5,GSHP,15.903238,8.601986,77.5908536,61045401_R4.png
50,45,10,60,0.4,FCU,Knvkta,10/5,GSHP,16.987231,8.775077,92.130529,61045501_R4.png
60,45,10,60,0.4,FCU,Knvkta,10/5,GSHP,18.071224,8.948169,106.6702024,61045601_R4.png
40,55,10,60,0.4,FCU,Knvkta,10/5,GSHP,16.759706,9.322683,78.1879222,61055401_R4.png
50,55,10,60,0.4,FCU,Knvkta,10/5,GSHP,17.751975,9.420974,92.6635346,61055501_R4.png
60,55,10,60,0.4,FCU,Knvkta,10/5,GSHP,18.744243,9.519266,107.1391484,61055601_R4.png
40,35,30,60,0.4,FCU,Knvkta,10/5,GSHP,14.380658,7.275819,76.7530196,63035401_R4.png
50,35,30,60,0.4,FCU,Knvkta,10/5,GSHP,15.644153,7.587064,91.3817224,63035501_R4.png
60,35,30,60,0.4,FCU,Knvkta,10/5,GSHP,16.907648,7.898309,106.0104236,63035601_R4.png
40,45,30,60,0.4,FCU,Knvkta,10/5,GSHP,15.046622,7.84722,77.1988052,63045401_R4.png
50,45,30,60,0.4,FCU,Knvkta,10/5,GSHP,16.2391,8.099287,91.7809536,63045501_R4.png
