in:LabR[%],in:FFR [%],in:UnderGrnd [%],in:GlzR [%],in:Uvalue [IP],in:HVAC,in:HeatRecov,in:LabACH,in:Plant,out:PeakCool [Btu/h-sf],out:PeakHeat [Btu/h-sf],out:EUI [kBtu/sf],img
60,35,10,40,0.25,FCU,Knvkta,6/3,Campus,15.895513,6.29022,78.817785,41035601_R4.png
40,45,10,40,0.25,FCU,Knvkta,6/3,Campus,14.161744,6.353887,60.089563,41045401_R4.png
50,45,10,40,0.25,FCU,Knvkta,6/3,Campus,15.242662,6.489374,69.587345,41045501_R4.png
60,45,10,40,0.25,FCU,Knvkta,6/3,Campus,16.323579,6.624861,79.085125,41045601_R4.png
40,55,10,40,0.25,FCU,Knvkta,6/3,Campus,14.799311,6.77204,60.547363,41055401_R4.png
50,55,10,40,0.25,FCU,Knvkta,6/3,Campus,15.810843,6.864105,69.998462,41055501_R4.png
60,55,10,40,0.25,FCU,Knvkta,6/3,Campus,16.822374,6.956169,79.449564,41055601_R4.png
40,35,30,40,0.25,FCU,Knvkta,6/3,Campus,13.145009,5.598272,59.633298,43035401_R4.png
50,35,30,40,0.25,FCU,Knvkta,6/3,Campus,14.35833,5.81273,69.181491,43035501_R4.png
60,35,30,40,0.25,FCU,Knvkta,6/3,Campus,15.571651,6.027188,78.729684,43035601_R4.png
40,45,30,40,0.25,FCU,Knvkta,6/3,Campus,13.574295,5.92857,59.915259,43045401_R4.png
50,45,30,40,0.25,FCU,Knvkta,6/3,Campus,14.734923,6.108857,69.432167,43045501_R4.png
60,45,30,40,0.25,FCU,Knvkta,6/3,Campus,15.89555,6.289143,78.949072,43045601_R4.png
40,55,30,40,0.25,FCU,Knvkta,6/3,Campus,14.057172,6.25553,60.28395,43055401_R4.png
50,55,30,40,0.25,FCU,Knvkta,6/3,Campus,15.164826,6.401994,69.76357,43055501_R4.png
60,55,30,40,0.25,FCU,Knvkta,6/3,Campus,16.27248,6.548458,79.243191,43055601_R4.png
40,35,50,40,0.25,FCU,Knvkta,6/3,Campus,12.695548,5.265024,59.52275,45035401_R4.png
50,35,50,40,0.25,FCU,Knvkta,6/3,Campus,13.971669,5.514589,69.082166,45035501_R4.png
60,35,50,40,0.25,FCU,Knvkta,6/3,Campus,15.247789,5.764155,78.641581,45035601_R4.png
40,45,50,40,0.25,FCU,Knvkta,6/3,Campus,12.986846,5.503253,59.740955,45045401_R4.png
50,45,50,40,0.25,FCU,Knvkta,6/3,Campus,14.227184,5.728339,69.276988,45045501_R4.png
60,45,50,40,0.25,FCU,Knvkta,6/3,Campus,15.467522,5.953426,78.813017,45045601_R4.png
40,55,50,40,0.25,FCU,Knvkta,6/3,Campus,13.315033,5.73902,60.020538,45055401_R4.png
50,55,50,40,0.25,FCU,Knvkta,6/3,Campus,14.518809,5.939883,69.528677,45055501_R4.png
60,55,50,40,0.25,FCU,Knvkta,6/3,Campus,15.722585,6.140747,79.036818,45055601_R4.png
40,35,10,60,0.25,FCU,Knvkta,6/3,Campus,14.886698,6.60284,59.99561,61035401_R4.png
50,35,10,60,0.25,FCU,Knvkta,6/3,Campus,16.056801,6.806012,69.541482,61035501_R4.png
60,35,10,60,0.25,FCU,Knvkta,6/3,Campus,17.226903,7.009184,79.087353,61035601_R4.png
40,45,10,60,0.25,FCU,Knvkta,6/3,Campus,15.746014,7.133454,60.557614,61045401_R4.png
50,45,10,60,0.25,FCU,Knvkta,6/3,Campus,16.823994,7.281518,70.046725,61045501_R4.png
60,45,10,60,0.25,FCU,Knvkta,6/3,Campus,17.901974,7.429581,79.535836,61045601_R4.png
40,55,10,60,0.25,FCU,Knvkta,6/3,Campus,16.591408,7.657429,61.17196,61055401_R4.png
50,55,10,60,0.25,FCU,Knvkta,6/3,Campus,17.578746,7.751077,70.596867,61055501_R4.png
60,55,10,60,0.25,FCU,Knvkta,6/3,Campus,18.566084,7.844724,80.021778,61055601_R4.png
40,35,30,60,0.25,FCU,Knvkta,6/3,Campus,14.254355,6.17917,59.851816,63035401_R4.png
50,35,30,60,0.25,FCU,Knvkta,6/3,Campus,15.508975,6.426846,69.412607,63035501_R4.png
60,35,30,60,0.25,FCU,Knvkta,6/3,Campus,16.763595,6.674522,78.9734,63035601_R4.png
40,45,30,60,0.25,FCU,Knvkta,6/3,Campus,14.910784,6.59366,60.302001,63045401_R4.png
50,45,30,60,0.25,FCU,Knvkta,6/3,Campus,16.095197,6.798419,69.817839,63045501_R4.png
60,45,30,60,0.25,FCU,Knvkta,6/3,Campus,17.27961,7.003177,79.333677,63045601_R4.png
40,55,30,60,0.25,FCU,Knvkta,6/3,Campus,15.555305,7.002926,60.792449,63055401_R4.png
50,55,30,60,0.25,FCU,Knvkta,6/3,Campus,16.670211,7.165311,70.257372,63055501_R4.png
60,55,30,60,0.25,FCU,Knvkta,6/3,Campus,17.785118,7.327697,79.722296,63055601_R4.png
40,35,50,60,0.25,FCU,Knvkta,6/3,Campus,13.622012,5.7555,59.708019,65035401_R4.png
50,35,50,60,0.25,FCU,Knvkta,6/3,Campus,14.96115,6.04768,69.283733,65035501_R4.png
60,35,50,60,0.25,FCU,Knvkta,6/3,Campus,16.300288,6.33986,78.859445,65035601_R4.png
40,45,50,60,0.25,FCU,Knvkta,6/3,Campus,14.075554,6.053866,60.046387,65045401_R4.png
50,45,50,60,0.25,FCU,Knvkta,6/3,Campus,15.3664,6.315319,69.588951,65045501_R4.png
60,45,50,60,0.25,FCU,Knvkta,6/3,Campus,16.657246,6.576773,79.131516,65045601_R4.png
40,55,50,60,0.25,FCU,Knvkta,6/3,Campus,14.519201,6.348422,60.412939,65055401_R4.png
50,55,50,60,0.25,FCU,Knvkta,6/3,Campus,15.761676,6.579546,69.917876,65055501_R4.png
60,55,50,60,0.25,FCU,Knvkta,6/3,Campus,17.004151,6.810669,79.422816,65055601_R4.png
40,35,10,80,0.25,FCU,Knvkta,6/3,Campus,16.171539,7.259993,60.493713,81035401_R4.png
50,35,10,80,0.25,FCU,Knvkta,6/3,Campus,17.365523,7.486497,70.058753,81035501_R4.png
60,35,10,80,0.25,FCU,Knvkta,6/3,Campus,18.559508,7.713,79.623795,81035601_R4.png
40,45,10,80,0.25,FCU,Knvkta,6/3,Campus,17.225571,7.894689,61.219255,81045401_R4.png
50,45,10,80,0.25,FCU,Knvkta,6/3,Campus,18.307284,8.055272,70.708572,81045501_R4.png
60,45,10,80,0.25,FCU,Knvkta,6/3,Campus,19.388998,8.215855,80.197885,81045601_R4.png
40,55,10,80,0.25,FCU,Knvkta,6/3,Campus,18.258487,8.519768,62.003085,81055401_R4.png
50,55,10,80,0.25,FCU,Knvkta,6/3,Campus,19.229842,8.615433,71.40993,81055501_R4.png
60,55,10,80,0.25,FCU,Knvkta,6/3,Campus,20.201196,8.711098,80.816777,81055601_R4.png
40,35,30,80,0.25,FCU,Knvkta,6/3,Campus,15.354083,6.747815,60.28149,83035401_R4.png
50,35,30,80,0.25,FCU,Knvkta,6/3,Campus,16.652381,7.028019,69.867755,83035501_R4.png
60,35,30,80,0.25,FCU,Knvkta,6/3,Campus,17.950678,7.308223,79.454022,83035601_R4.png
40,45,30,80,0.25,FCU,Knvkta,6/3,Campus,16.161959,7.243258,60.85887,83045401_R4.png
50,45,30,80,0.25,FCU,Knvkta,6/3,Campus,17.374378,7.472135,70.385433,83045501_R4.png
60,45,30,80,0.25,FCU,Knvkta,6/3,Campus,18.586796,7.701012,79.911994,83045601_R4.png
40,55,30,80,0.25,FCU,Knvkta,6/3,Campus,16.95233,7.73116,61.481141,83055401_R4.png
50,55,30,80,0.25,FCU,Knvkta,6/3,Campus,18.079907,7.909496,70.942581,83055501_R4.png
60,55,30,80,0.25,FCU,Knvkta,6/3,Campus,19.207484,8.087832,80.404021,83055601_R4.png
40,35,50,80,0.25,FCU,Knvkta,6/3,Campus,14.536628,6.235637,60.069266,85035401_R4.png
50,35,50,80,0.25,FCU,Knvkta,6/3,Campus,15.939238,6.569542,69.676757,85035501_R4.png
60,35,50,80,0.25,FCU,Knvkta,6/3,Campus,17.341849,6.903447,79.28425,85035601_R4.png
40,45,50,80,0.25,FCU,Knvkta,6/3,Campus,15.098347,6.591827,60.498487,85045401_R4.png
50,45,50,80,0.25,FCU,Knvkta,6/3,Campus,16.441471,6.888998,70.062297,85045501_R4.png
60,45,50,80,0.25,FCU,Knvkta,6/3,Campus,17.784594,7.18617,79.626104,85045601_R4.png
40,55,50,80,0.25,FCU,Knvkta,6/3,Campus,15.646173,6.942552,60.959198,85055401_R4.png
50,55,50,80,0.25,FCU,Knvkta,6/3,Campus,16.929972,7.203559,70.475231,85055501_R4.png
60,55,50,80,0.25,FCU,Knvkta,6/3,Campus,18.213771,7.464566,79.991266,85055601_R4.png
40,35,10,20,0.4,FCU,Knvkta,6/3,Campus,12.437126,5.69399,60.562906,21035401_R4.png
50,35,10,20,0.4,FCU,Knvkta,6/3,Campus,13.575351,5.86525,70.128376,21035501_R4.png
60,35,10,20,0.4,FCU,Knvkta,6/3,Campus,14.713577,6.03651,79.693846,21035601_R4.png
40,45,10,20,0.4,FCU,Knvkta,6/3,Campus,12.753602,6.077882,60.984034,21045401_R4.png
50,45,10,20,0.4,FCU,Knvkta,6/3,Campus,13.848823,6.209295,70.506527,21045501_R4.png
60,45,10,20,0.4,FCU,Knvkta,6/3,Campus,14.944044,6.340708,80.029018,21045601_R4.png
40,55,10,20,0.4,FCU,Knvkta,6/3,Campus,13.018636,6.45844,61.480551,21055401_R4.png
50,55,10,20,0.4,FCU,Knvkta,6/3,Campus,14.069657,6.550355,70.956566,21055501_R4.png
60,55,10,20,0.4,FCU,Knvkta,6/3,Campus,15.120678,6.64227,80.432583,21055601_R4.png
40,35,30,20,0.4,FCU,Knvkta,6/3,Campus,12.143739,5.392904,60.345381,23035401_R4.png
50,35,30,20,0.4,FCU,Knvkta,6/3,Campus,13.322218,5.595913,69.9345,23035501_R4.png
60,35,30,20,0.4,FCU,Knvkta,6/3,Campus,14.500697,5.798923,79.523621,23035601_R4.png
40,45,30,20,0.4,FCU,Knvkta,6/3,Campus,12.377959,5.693277,60.685996,23045401_R4.png
50,45,30,20,0.4,FCU,Knvkta,6/3,Campus,13.524434,5.865239,70.240881,23045501_R4.png
60,45,30,20,0.4,FCU,Knvkta,6/3,Campus,14.670908,6.037202,79.795766,23045601_R4.png
40,55,30,20,0.4,FCU,Knvkta,6/3,Campus,12.571089,5.990996,61.084801,23055401_R4.png
50,55,30,20,0.4,FCU,Knvkta,6/3,Campus,13.684178,6.132188,70.602558,23055501_R4.png
60,55,30,20,0.4,FCU,Knvkta,6/3,Campus,14.797268,6.27338,80.120317,23055601_R4.png
40,35,50,20,0.4,FCU,Knvkta,6/3,Campus,11.850352,5.091817,60.127857,25035401_R4.png
50,35,50,20,0.4,FCU,Knvkta,6/3,Campus,13.069084,5.326577,69.740625,25035501_R4.png
60,35,50,20,0.4,FCU,Knvkta,6/3,Campus,14.287817,5.561337,79.353394,25035601_R4.png
40,45,50,20,0.4,FCU,Knvkta,6/3,Campus,12.002317,5.308672,60.387959,25045401_R4.png
50,45,50,20,0.4,FCU,Knvkta,6/3,Campus,13.200045,5.521184,69.975238,25045501_R4.png
60,45,50,20,0.4,FCU,Knvkta,6/3,Campus,14.397772,5.733695,79.562514,25045601_R4.png
40,55,50,20,0.4,FCU,Knvkta,6/3,Campus,12.123542,5.523552,60.689051,25055401_R4.png
50,55,50,20,0.4,FCU,Knvkta,6/3,Campus,13.2987,5.714022,70.248549,25055501_R4.png
60,55,50,20,0.4,FCU,Knvkta,6/3,Campus,14.473857,5.904491,79.808051,25055601_R4.png
40,35,10,40,0.4,FCU,Knvkta,6/3,Campus,13.711372,6.800102,61.263583,41035401_R4.png
50,35,10,40,0.4,FCU,Knvkta,6/3,Campus,14.866758,7.010926,70.841343,41035501_R4.png
60,35,10,40,0.4,FCU,Knvkta,6/3,Campus,16.022144,7.221751,80.419101,41035601_R4.png
40,45,10,40,0.4,FCU,Knvkta,6/3,Campus,14.288567,7.363325,61.924576,41045401_R4.png
50,45,10,40,0.4,FCU,Knvkta,6/3,Campus,15.373174,7.515689,71.432986,41045501_R4.png
60,45,10,40,0.4,FCU,Knvkta,6/3,Campus,16.457782,7.668053,80.941393,41045601_R4.png
40,55,10,40,0.4,FCU,Knvkta,6/3,Campus,14.938394,7.919644,62.638132,41055401_R4.png
50,55,10,40,0.4,FCU,Knvkta,6/3,Campus,15.952467,8.014267,72.071451,41055501_R4.png
60,55,10,40,0.4,FCU,Knvkta,6/3,Campus,16.96654,8.10889,81.504771,41055601_R4.png
40,35,30,40,0.4,FCU,Knvkta,6/3,Campus,13.246219,6.350186,60.94419,43035401_R4.png
50,35,30,40,0.4,FCU,Knvkta,6/3,Campus,14.465895,6.608212,70.556327,43035501_R4.png
60,35,30,40,0.4,FCU,Knvkta,6/3,Campus,15.685571,6.866238,80.168463,43035601_R4.png
40,45,30,40,0.4,FCU,Knvkta,6/3,Campus,13.683221,6.790039,61.471367,43045401_R4.png
50,45,30,40,0.4,FCU,Knvkta,6/3,Campus,14.84929,7.00254,71.028758,43045501_R4.png
60,45,30,40,0.4,FCU,Knvkta,6/3,Campus,16.015359,7.215041,80.586146,43045601_R4.png
40,55,30,40,0.4,FCU,Knvkta,6/3,Campus,14.175634,7.224462,62.038978,43055401_R4.png
50,55,30,40,0.4,FCU,Knvkta,6/3,Campus,15.287835,7.392003,71.536987,43055501_R4.png
60,55,30,40,0.4,FCU,Knvkta,6/3,Campus,16.400037,7.559545,81.034997,43055601_R4.png
40,35,50,40,0.4,FCU,Knvkta,6/3,Campus,12.781066,5.900271,60.624795,45035401_R4.png
50,35,50,40,0.4,FCU,Knvkta,6/3,Campus,14.065032,6.205497,70.271311,45035501_R4.png
60,35,50,40,0.4,FCU,Knvkta,6/3,Campus,15.348998,6.510724,79.917824,45035601_R4.png
40,45,50,40,0.4,FCU,Knvkta,6/3,Campus,13.077875,6.216754,61.018156,45045401_R4.png
50,45,50,40,0.4,FCU,Knvkta,6/3,Campus,14.325406,6.489391,70.62453,45045501_R4.png
60,45,50,40,0.4,FCU,Knvkta,6/3,Campus,15.572936,6.762029,80.230901,45045601_R4.png
40,55,50,40,0.4,FCU,Knvkta,6/3,Campus,13.412874,6.529279,61.439826,45055401_R4.png
50,55,50,40,0.4,FCU,Knvkta,6/3,Campus,14.623204,6.769739,71.002524,45055501_R4.png
60,55,50,40,0.4,FCU,Knvkta,6/3,Campus,15.833535,7.0102,80.565222,45055601_R4.png
40,35,10,60,0.4,FCU,Knvkta,6/3,Campus,15.031663,7.869629,62.251787,61035401_R4.png
50,35,10,60,0.4,FCU,Knvkta,6/3,Campus,16.208819,8.118735,71.858637,61035501_R4.png
60,35,10,60,0.4,FCU,Knvkta,6/3,Campus,17.385975,8.367842,81.465486,61035601_R4.png
40,45,10,60,0.4,FCU,Knvkta,6/3,Campus,15.903238,8.601986,63.18398,61045401_R4.png
50,45,10,60,0.4,FCU,Knvkta,6/3,Campus,16.987231,8.775077,72.692948,61045501_R4.png
60,45,10,60,0.4,FCU,Knvkta,6/3,Campus,18.071224,8.948169,82.201915,61045601_R4.png
40,55,10,60,0.4,FCU,Knvkta,6/3,Campus,16.759706,9.322683,64.172289,61055401_R4.png
50,55,10,60,0.4,FCU,Knvkta,6/3,Campus,17.751975,9.420974,73.575373,61055501_R4.png
60,55,10,60,0.4,FCU,Knvkta,6/3,Campus,18.744243,9.519266,82.978458,61055601_R4.png
40,35,30,60,0.4,FCU,Knvkta,6/3,Campus,14.380658,7.275819,61.795714,63035401_R4.png
50,35,30,60,0.4,FCU,Knvkta,6/3,Campus,15.644153,7.587064,71.451206,63035501_R4.png
60,35,30,60,0.4,FCU,Knvkta,6/3,Campus,16.907648,7.898309,81.1067,63035601_R4.png
40,45,30,60,0.4,FCU,Knvkta,6/3,Campus,15.046622,7.84722,62.533822,63045401_R4.png
50,45,30,60,0.4,FCU,Knvkta,6/3,Campus,16.2391,8.099287,72.112379,63045501_R4.png
60,45,30,60,0.4,FCU,Knvkta,6/3,Campus,17.431578,8.351355,81.690934,63045601_R4.png
40,55,30,60,0.4,FCU,Knvkta,6/3,Campus,15.699756,8.409492,63.315133,63055401_R4.png
50,55,30,60,0.4,FCU,Knvkta,6/3,Campus,16.821886,8.603332,72.810356,63055501_R4.png
60,55,30,60,0.4,FCU,Knvkta,6/3,Campus,17.944015,8.797172,82.305579,63055601_R4.png
40,35,50,60,0.4,FCU,Knvkta,6/3,Campus,13.729653,6.68201,61.33964,65035401_R4.png
50,35,50,60,0.4,FCU,Knvkta,6/3,Campus,15.079487,7.055393,71.043776,65035501_R4.png
60,35,50,60,0.4,FCU,Knvkta,6/3,Campus,16.42932,7.428777,80.747913,65035601_R4.png
40,45,50,60,0.4,FCU,Knvkta,6/3,Campus,14.190007,7.092455,61.883667,65045401_R4.png
50,45,50,60,0.4,FCU,Knvkta,6/3,Campus,15.490969,7.423498,71.531811,65045501_R4.png
60,45,50,60,0.4,FCU,Knvkta,6/3,Campus,16.791932,7.75454,81.179953,65045601_R4.png
40,55,50,60,0.4,FCU,Knvkta,6/3,Campus,14.639806,7.496302,62.457977,65055401_R4.png
50,55,50,60,0.4,FCU,Knvkta,6/3,Campus,15.891796,7.78569,72.045337,65055501_R4.png
60,55,50,60,0.4,FCU,Knvkta,6/3,Campus,17.143786,8.075077,81.632701,65055601_R4.png
40,35,10,80,0.4,FCU,Knvkta,6/3,Campus,16.335428,8.907076,63.37151,81035401_R4.png
50,35,10,80,0.4,FCU,Knvkta,6/3,Campus,17.538454,9.193334,73.012631,81035501_R4.png
60,35,10,80,0.4,FCU,Knvkta,6/3,Campus,18.74148,9.479591,82.653752,81035601_R4.png
40,45,10,80,0.4,FCU,Knvkta,6/3,Campus,17.401905,9.799384,64.572877,81045401_R4.png
50,45,10,80,0.4,FCU,Knvkta,6/3,Campus,18.491379,9.993028,74.085631,81045501_R4.png
60,45,10,80,0.4,FCU,Knvkta,6/3,Campus,19.580853,10.186672,83.598385,81045601_R4.png
40,55,10,80,0.4,FCU,Knvkta,6/3,Campus,18.444641,10.674165,65.832743,81055401_R4.png
50,55,10,80,0.4,FCU,Knvkta,6/3,Campus,19.422643,10.777019,75.209039,81055501_R4.png
60,55,10,80,0.4,FCU,Knvkta,6/3,Campus,20.400644,10.879873,84.585337,81055601_R4.png
40,35,30,80,0.4,FCU,Knvkta,6/3,Campus,15.497403,8.173697,62.76116,83035401_R4.png
50,35,30,80,0.4,FCU,Knvkta,6/3,Campus,16.806695,8.536581,72.466946,83035501_R4.png
60,35,30,80,0.4,FCU,Knvkta,6/3,Campus,18.115987,8.899465,82.172733,83035601_R4.png
40,45,30,80,0.4,FCU,Knvkta,6/3,Campus,16.314957,8.869505,63.708628,83045401_R4.png
50,45,30,80,0.4,FCU,Knvkta,6/3,Campus,17.537374,9.160301,73.313767,83045501_R4.png
60,45,30,80,0.4,FCU,Knvkta,6/3,Campus,18.759792,9.451096,82.918905,83045601_R4.png
40,55,30,80,0.4,FCU,Knvkta,6/3,Campus,17.112966,9.551619,64.701148,83055401_R4.png
50,55,30,80,0.4,FCU,Knvkta,6/3,Campus,18.249675,9.771751,74.199174,83055501_R4.png
60,55,30,80,0.4,FCU,Knvkta,6/3,Campus,19.386384,9.991883,83.697202,83055601_R4.png
40,35,50,80,0.4,FCU,Knvkta,6/3,Campus,14.659377,7.440318,62.15081,85035401_R4.png
50,35,50,80,0.4,FCU,Knvkta,6/3,Campus,16.074935,7.879828,71.921262,85035501_R4.png
60,35,50,80,0.4,FCU,Knvkta,6/3,Campus,17.490494,8.319339,81.691714,85035601_R4.png
40,45,50,80,0.4,FCU,Knvkta,6/3,Campus,15.22801,7.939626,62.84438,85045401_R4.png
50,45,50,80,0.4,FCU,Knvkta,6/3,Campus,16.58337,8.327573,72.541903,85045501_R4.png
60,45,50,80,0.4,FCU,Knvkta,6/3,Campus,17.93873,8.715521,82.239424,85045601_R4.png
40,55,50,80,0.4,FCU,Knvkta,6/3,Campus,15.781291,8.429074,63.569553,85055401_R4.png
50,55,50,80,0.4,FCU,Knvkta,6/3,Campus,17.076708,8.766484,73.189308,85055501_R4.png
60,55,50,80,0.4,FCU,Knvkta,6/3,Campus,18.372124,9.103894,82.809065,85055601_R4.png
40,35,10,20,0.25,RadSlab,Knvkta,6/3,Campus,12.254026,5.2418,55.713157,21035401_R4.png
50,35,10,20,0.25,RadSlab,Knvkta,6/3,Campus,13.374336,5.396968,64.39121,21035501_R4.png
60,35,10,20,0.25,RadSlab,Knvkta,6/3,Campus,14.494646,5.552137,73.069263,21035601_R4.png
40,45,10,20,0.25,RadSlab,Knvkta,6/3,Campus,12.55537,5.551843,56.221216,21045401_R4.png
50,45,10,20,0.25,RadSlab,Knvkta,6/3,Campus,13.634981,5.674812,64.839793,21045501_R4.png
60,45,10,20,0.25,RadSlab,Knvkta,6/3,Campus,14.714593,5.797781,73.458369,21045601_R4.png
40,55,10,20,0.25,RadSlab,Knvkta,6/3,Campus,12.864686,5.859333,56.748037,21055401_R4.png
50,55,10,20,0.25,RadSlab,Knvkta,6/3,Campus,13.901569,5.950375,65.30515,21055501_R4.png
60,55,10,20,0.25,RadSlab,Knvkta,6/3,Campus,14.938451,6.041416,73.862263,21055601_R4.png
40,35,30,20,0.25,RadSlab,Knvkta,6/3,Campus,11.960577,4.999671,55.460706,23035401_R4.png
50,35,30,20,0.25,RadSlab,Knvkta,6/3,Campus,13.119798,5.180499,64.171648,23035501_R4.png
60,35,30,20,0.25,RadSlab,Knvkta,6/3,Campus,14.279019,5.361327,72.882593,23035601_R4.png
40,45,30,20,0.25,RadSlab,Knvkta,6/3,Campus,12.178749,5.24273,55.886682,23045401_R4.png
50,45,30,20,0.25,RadSlab,Knvkta,6/3,Campus,13.307328,5.398459,64.548358,23045501_R4.png
60,45,30,20,0.25,RadSlab,Knvkta,6/3,Campus,14.435908,5.554189,73.210031,23045601_R4.png
40,55,30,20,0.25,RadSlab,Knvkta,6/3,Campus,12.403424,5.483699,56.325778,23055401_R4.png
50,55,30,20,0.25,RadSlab,Knvkta,6/3,Campus,13.499858,5.614548,64.936857,23055501_R4.png
60,55,30,20,0.25,RadSlab,Knvkta,6/3,Campus,14.596291,5.745398,73.547937,23055601_R4.png
40,35,50,20,0.25,RadSlab,Knvkta,6/3,Campus,11.667128,4.757543,55.208253,25035401_R4.png
50,35,50,20,0.25,RadSlab,Knvkta,6/3,Campus,12.865261,4.96403,63.952087,25035501_R4.png
60,35,50,20,0.25,RadSlab,Knvkta,6/3,Campus,14.063393,5.170517,72.695923,25035601_R4.png
40,45,50,20,0.25,RadSlab,Knvkta,6/3,Campus,11.802127,4.933617,55.552149,25045401_R4.png
50,45,50,20,0.25,RadSlab,Knvkta,6/3,Campus,12.979675,5.122106,64.256921,25045501_R4.png
60,45,50,20,0.25,RadSlab,Knvkta,6/3,Campus,14.157223,5.310596,72.961691,25045601_R4.png
40,55,50,20,0.25,RadSlab,Knvkta,6/3,Campus,11.942162,5.108064,55.903519,25055401_R4.png
50,55,50,20,0.25,RadSlab,Knvkta,6/3,Campus,13.098146,5.278721,64.568564,25055501_R4.png
60,55,50,20,0.25,RadSlab,Knvkta,6/3,Campus,14.254131,5.449379,73.233611,25055601_R4.png
40,35,10,40,0.25,RadSlab,Knvkta,6/3,Campus,13.416281,5.929344,56.968543,41035401_R4.png
50,35,10,40,0.25,RadSlab,Knvkta,6/3,Campus,14.536608,6.108839,65.82267,41035501_R4.png
60,35,10,40,0.25,RadSlab,Knvkta,6/3,Campus,15.656935,6.288333,74.676801,41035601_R4.png
40,45,10,40,0.25,RadSlab,Knvkta,6/3,Campus,13.853086,6.351985,57.712404,41045401_R4.png
50,45,10,40,0.25,RadSlab,Knvkta,6/3,Campus,14.906523,6.487587,66.48752,41045501_R4.png
60,45,10,40,0.25,RadSlab,Knvkta,6/3,Campus,15.95996,6.623189,75.262635,41045601_R4.png
40,55,10,40,0.25,RadSlab,Knvkta,6/3,Campus,14.447296,6.770278,58.466536,41055401_R4.png
50,55,10,40,0.25,RadSlab,Knvkta,6/3,Campus,15.435117,6.862444,67.156627,41055501_R4.png
60,55,10,40,0.25,RadSlab,Knvkta,6/3,Campus,16.422938,6.954609,75.846723,41055601_R4.png
40,35,30,40,0.25,RadSlab,Knvkta,6/3,Campus,12.956099,5.594574,56.637869,43035401_R4.png
50,35,30,40,0.25,RadSlab,Knvkta,6/3,Campus,14.13822,5.809358,65.535949,43035501_R4.png
60,35,30,40,0.25,RadSlab,Knvkta,6/3,Campus,15.320341,6.024143,74.434031,43035601_R4.png
40,45,30,40,0.25,RadSlab,Knvkta,6/3,Campus,13.279629,5.925209,57.247249,43045401_R4.png
50,45,30,40,0.25,RadSlab,Knvkta,6/3,Campus,14.410738,6.1058,66.080864,43045501_R4.png
60,45,30,40,0.25,RadSlab,Knvkta,6/3,Campus,15.541846,6.286391,74.914478,43045601_R4.png
40,55,30,40,0.25,RadSlab,Knvkta,6/3,Campus,13.725889,6.252357,57.863141,43055401_R4.png
50,55,30,40,0.25,RadSlab,Knvkta,6/3,Campus,14.80705,6.399117,66.627837,43055501_R4.png
60,55,30,40,0.25,RadSlab,Knvkta,6/3,Campus,15.888211,6.545878,75.392535,43055601_R4.png
40,35,50,40,0.25,RadSlab,Knvkta,6/3,Campus,12.495917,5.259804,56.307197,45035401_R4.png
50,35,50,40,0.25,RadSlab,Knvkta,6/3,Campus,13.739832,5.509878,65.249227,45035501_R4.png
60,35,50,40,0.25,RadSlab,Knvkta,6/3,Campus,14.983747,5.759952,74.19126,45035601_R4.png
40,45,50,40,0.25,RadSlab,Knvkta,6/3,Campus,12.706172,5.498432,56.782094,45045401_R4.png
50,45,50,40,0.25,RadSlab,Knvkta,6/3,Campus,13.914952,5.724013,65.674208,45045501_R4.png
60,45,50,40,0.25,RadSlab,Knvkta,6/3,Campus,15.123732,5.949593,74.566322,45045601_R4.png
40,55,50,40,0.25,RadSlab,Knvkta,6/3,Campus,13.004481,5.734436,57.259747,45055401_R4.png
50,55,50,40,0.25,RadSlab,Knvkta,6/3,Campus,14.178983,5.935791,66.099046,45055501_R4.png
60,55,50,40,0.25,RadSlab,Knvkta,6/3,Campus,15.353484,6.137146,74.938349,45055601_R4.png
40,35,10,60,0.25,RadSlab,Knvkta,6/3,Campus,14.497826,6.600847,58.503203,61035401_R4.png
50,35,10,60,0.25,RadSlab,Knvkta,6/3,Campus,15.626154,6.804145,67.543621,61035501_R4.png
60,35,10,60,0.25,RadSlab,Knvkta,6/3,Campus,16.754482,7.007443,76.584038,61035601_R4.png
40,45,10,60,0.25,RadSlab,Knvkta,6/3,Campus,15.280501,7.131662,59.4442,61045401_R4.png
50,45,10,60,0.25,RadSlab,Knvkta,6/3,Campus,16.324189,7.279832,68.380081,61045501_R4.png
60,45,10,60,0.25,RadSlab,Knvkta,6/3,Campus,17.367877,7.428001,77.315961,61045601_R4.png
40,55,10,60,0.25,RadSlab,Knvkta,6/3,Campus,16.040306,7.655753,60.523699,61055401_R4.png
50,55,10,60,0.25,RadSlab,Knvkta,6/3,Campus,17.002042,7.749499,69.338875,61055501_R4.png
60,55,10,60,0.25,RadSlab,Knvkta,6/3,Campus,17.963777,7.843244,78.154051,61055601_R4.png
40,35,30,60,0.25,RadSlab,Knvkta,6/3,Campus,13.887288,6.175618,58.049618,63035401_R4.png
50,35,30,60,0.25,RadSlab,Knvkta,6/3,Campus,15.098129,6.423608,67.14712,63035501_R4.png
60,35,30,60,0.25,RadSlab,Knvkta,6/3,Campus,16.30897,6.671597,76.244623,63035601_R4.png
40,45,30,60,0.25,RadSlab,Knvkta,6/3,Campus,14.479828,6.590388,58.812324,63045401_R4.png
